uri,track_name,artist_names,peak_rank,weeks_on_chart,danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,tempo
spotify:track:2dG9k8jtnkjzJjUToz9i9i,"residente: bzrp music sessions, vol. 49","bizarrap, residente",18,3,0.586,0.74,C#,-2.997,Minor,0.404,0.555,71.378
spotify:track:4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. dj yo! & ax'el) - remix,"ckay, dj yo!, ax'el",14,27,0.579,0.596,G#,-4.823,Major,0.0561,0.436,119.9
spotify:track:3vySEUpD0tc801F2WZDLYw,freaky deaky,"tyga, doja cat",83,4,0.799,0.653,D,-5.453,Minor,0.037,0.019,104.019
spotify:track:29m79w9xPMH4YCD6r8JSmV,excuses,"ap dhillon, gurinder gill, intense",56,10,0.837,0.717,F,-7.749,Minor,0.0822,0.0842,94.984
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,why'd you only call me when you're high?,arctic monkeys,104,33,0.691,0.631,D,-6.478,Major,0.0368,0.0483,92.004
spotify:track:285pBltuF7vW8TeWk8hdRR,lucid dreams,juice wrld,3,194,0.511,0.566,F#,-7.23,Minor,0.2,0.349,83.903
spotify:track:2vXKRlJBXyOcvZYTdNeckS,lost in the fire (feat. the weeknd),"gesaffelstein, the weeknd",12,21,0.658,0.671,D,-12.21,Major,0.0363,0.0933,100.966
spotify:track:4kXxEhuatrvwrTQycA7s9B,bizcochito,rosalía,180,1,0.93,0.774,C#,-4.203,Major,0.0744,0.605,116.972
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),"eminem, juice wrld",4,76,0.808,0.745,A#,-5.26,Minor,0.342,0.145,165.995
spotify:track:22skzmqfdWrjJylampe0kt,can't hold us (feat. ray dalton),"macklemore & ryan lewis, macklemore, ryan lewis, ray dalton",149,22,0.633,0.927,D,-4.468,Major,0.0839,0.0267,146.097
spotify:track:35mvY5S1H3J2QZyna3TFe0,positions,ariana grande,1,74,0.737,0.802,C,-4.771,Major,0.0878,0.468,144.015
spotify:track:7BbaIYAdi3pg4MGl6PHwPv,monëy so big,yeat,184,3,0.693,0.575,D,-7.633,Major,0.0906,0.121,138.016
spotify:track:161DnLWsx1i3u1JT05lzqU,talking to the moon,bruno mars,45,50,0.498,0.59,C#,-4.721,Minor,0.032,0.511,145.867
spotify:track:4kroNlz8BTfswE4M0i3YCh,hentai,rosalía,186,1,0.583,0.297,G,-11.273,Minor,0.406,0.879,124.279
spotify:track:5lAnYvAIkSDNXqfo7DyFUm,ain't shit,doja cat,22,21,0.855,0.488,D#,-4.601,Major,0.208,0.506,124.097
spotify:track:02VBYrHfVwfEWXk5DXyf0T,leave the door open,"bruno mars, anderson .paak, silk sonic",5,55,0.586,0.616,F,-7.964,Major,0.0324,0.182,148.088
spotify:track:0IGUXY4JbK18bu9oD4mPIm,tomboy,(g)i-dle,189,1,0.755,0.87,C#,-2.414,Minor,0.0936,0.00988,124.032
spotify:track:6RUKPb4LETWmmr3iAEQktW,something just like this,"the chainsmokers, coldplay",2,172,0.617,0.635,B,-6.769,Minor,0.0317,0.0498,103.019
spotify:track:2USlegnFJLrVLpoVfPimKB,thunder,"gabry ponte, lum!x, prezioso",110,16,0.67,0.896,C#,-4.673,Major,0.058,0.0342,101.216
spotify:track:39LLxExYz6ewLAcYrzQQyP,levitating,dua lipa,52,38,0.695,0.884,F#,-2.278,Minor,0.0753,0.0561,103.014
spotify:track:3rq5w4bQGigXOfdN30ATJt,do i wanna know?,arctic monkeys,117,34,0.548,0.532,F,-7.596,Major,0.0323,0.186,85.03
spotify:track:53RxHysDJ0cjugMcPymwja,abalo emocional - ao vivo,luan santana,194,1,0.441,0.915,D#,-4.096,Minor,0.112,0.306,185.936
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,señorita,"shawn mendes, camila cabello",1,138,0.759,0.548,A,-6.049,Minor,0.029,0.0392,116.967
spotify:track:3UmaczJpikHgJFyBTAJVoz,stan,"eminem, dido",138,6,0.78,0.768,F#,-4.325,Minor,0.238,0.0371,80.063
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,19,122,0.459,0.575,D#,-4.858,Major,0.0573,0.604,111.881
spotify:track:7H0ya83CMmgFcOhw0UB6ow,space song,beach house,174,10,0.508,0.792,C,-7.311,Minor,0.0297,0.229,147.067
spotify:track:5uCax9HTNlzGybIStD3vDh,say you won't let go,james arthur,7,268,0.358,0.557,A#,-7.398,Major,0.059,0.695,85.043
spotify:track:60ynsPSSKe6O3sfwRnIBRf,streets,doja cat,9,45,0.749,0.463,B,-8.433,Major,0.0842,0.21,90.035
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"quevedo: bzrp music sessions, vol. 52","bizarrap, quevedo",1,5,0.621,0.782,D,-5.548,Major,0.044,0.0125,128.033
spotify:track:4Dvkj6JhhA12EX05fT7y2e,as it was,harry styles,1,19,0.52,0.731,F#,-5.338,Minor,0.0557,0.342,173.93
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,me porto bonito,"bad bunny, chencho corleone",2,14,0.911,0.712,C#,-5.105,Minor,0.0817,0.0901,92.005
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,tití me preguntó,bad bunny,4,14,0.65,0.715,F,-5.198,Minor,0.253,0.0993,106.672
spotify:track:75FEaRjZTKLhTrFGsfMUXR,running up that hill (a deal with god),kate bush,1,11,0.629,0.547,A#,-13.123,Minor,0.055,0.72,108.375
spotify:track:5ildQOEKmJuWGl2vRkFdYc,despechá,rosalía,6,2,0.919,0.623,G,-6.521,Major,0.0992,0.184,130.037
spotify:track:5Eax0qFko2dh7Rl2lYs3bx,efecto,bad bunny,7,14,0.801,0.475,G,-8.797,Minor,0.0516,0.141,98.047
spotify:track:6xGruZOHLs39ZbVccQTuPZ,glimpse of us,joji,1,9,0.44,0.317,G#,-9.258,Major,0.0531,0.891,169.914
spotify:track:3k3NWokhRRkEPhCzPmV8TW,ojitos lindos,"bad bunny, bomba estéreo",3,14,0.647,0.686,D#,-5.745,Minor,0.0413,0.08,79.928
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,bad habit,steve lacy,10,5,0.686,0.494,C#,-7.093,Major,0.0355,0.613,168.946
spotify:track:6Xom58OOXk2SoU711L2IXO,moscow mule,bad bunny,2,14,0.804,0.674,F,-5.453,Minor,0.0333,0.294,99.968
spotify:track:5ww2BF9slyYgNOk37BlC4u,la bachata,manuel turizo,13,6,0.835,0.679,G,-5.329,Minor,0.0364,0.583,124.98
spotify:track:7dSZ6zGTQx66c2GF91xCrb,provenza,karol g,6,16,0.87,0.516,C#,-8.006,Major,0.0541,0.656,111.005
spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,bad decisions (with bts & snoop dogg),"benny blanco, bts, snoop dogg",15,1,0.762,0.861,C,-3.296,Major,0.0955,0.0185,120.048
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,i ain't worried,onerepublic,13,10,0.704,0.797,C,-5.927,Major,0.0475,0.0826,139.994
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,left and right (feat. jung kook of bts),"charlie puth, jung kook, bts",7,7,0.881,0.592,D,-4.898,Major,0.0324,0.619,101.058
spotify:track:3LtpKP5abr2qqjunvjlX5i,doja,central cee,15,3,0.911,0.573,F#,-7.43,Major,0.288,0.38,140.04
spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,break my soul,beyoncé,12,8,0.693,0.887,C#,-5.039,Minor,0.0795,0.0581,114.942
spotify:track:6HMtHNpW6YPi1hrw9tgF8P,about damn time,lizzo,9,15,0.836,0.743,A#,-6.305,Minor,0.0653,0.0974,108.965
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,staying alive (feat. drake & lil baby),"dj khaled, drake, lil baby",21,1,0.718,0.461,E,-7.676,Minor,0.0797,0.068,129.953
spotify:track:41oY4WCTj5kccfesTVFnvN,tarot,"bad bunny, jhay cortez",9,14,0.795,0.684,B,-3.971,Minor,0.0419,0.0225,114.011
spotify:track:2rurDawMfoKP4uHyb2kJBt,te felicito,"shakira, rauw alejandro",13,16,0.695,0.636,F,-4.654,Major,0.317,0.234,174.14
spotify:track:76OGwb5RA9h4FxQPT33ekc,snap,rosa linn,26,5,0.565,0.636,C,-8.198,Major,0.0638,0.107,170.01
spotify:track:1qEmFfgcLObUfQm0j1W2CK,late night talking,harry styles,2,12,0.714,0.728,A#,-4.595,Major,0.0468,0.298,114.996
spotify:track:4tYFy8ALRjIZvnvSLw5lxN,party,"bad bunny, rauw alejandro",6,14,0.829,0.799,A,-5.389,Major,0.0897,0.0151,97.013
spotify:track:0O6u0VJ46W86TxN9wgyqDj,i like you (a happier song) (with doja cat),"post malone, doja cat",10,10,0.733,0.67,F,-6.009,Major,0.0751,0.121,100.964
spotify:track:3F5CgOj3wFlRv51JsHbxhe,jimmy cooks (feat. 21 savage),"drake, 21 savage",7,8,0.529,0.673,C,-4.711,Major,0.175,0.000307,165.921
spotify:track:5IgjP7X4th6nMNDh4akUHb,under the influence,chris brown,32,3,0.733,0.69,A,-5.529,Minor,0.0427,0.0635,116.992
spotify:track:4h4QlmocP3IuwYEj2j14p8,sunroof,"nicky youre, dazy",28,14,0.768,0.714,A#,-5.11,Major,0.0401,0.352,131.443
spotify:track:4zN21mbAuaD0WqtmaTZZeP,ferrari,"james hype, miggy dela rosa",36,10,0.847,0.69,C#,-7.877,Minor,0.0493,0.0127,125.004
spotify:track:1797zYiX4cKosMH836X9Gt,la corriente,"bad bunny, tony dize",17,14,0.663,0.786,B,-3.51,Minor,0.195,0.229,196.12
spotify:track:7ef4DlsgrMEH11cDZd32M6,one kiss (with dua lipa),"calvin harris, dua lipa",2,83,0.791,0.862,A,-3.24,Minor,0.11,0.037,123.994
spotify:track:0hquQWY3xvYqN4qtiquniF,vegas (from the original motion picture soundtrack elvis),doja cat,26,10,0.801,0.601,G#,-7.574,Minor,0.255,0.0777,159.969
spotify:track:2LBqCSwhJGcFQeTHMVGwy3,die for you,the weeknd,41,26,0.586,0.525,C#,-7.163,Minor,0.0615,0.111,133.629
spotify:track:0T5iIrXA4p5GsubkhuBIKV,until i found you,stephen sanchez,30,14,0.539,0.508,A#,-6.05,Major,0.0288,0.727,101.358
spotify:track:0wHFktze2PHC5jDt3B17DC,first class,jack harlow,2,18,0.902,0.582,F,-5.902,Minor,0.109,0.111,107.005
spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"kesariya (from ""brahmastra"")","pritam, arijit singh, amitabh bhattacharya",33,4,0.577,0.574,C,-6.525,Major,0.0278,0.572,94.009
spotify:track:1dm6z1fWB0cErMszU25dy2,después de la playa,bad bunny,7,14,0.564,0.903,F,-3.221,Major,0.307,0.356,78.293
spotify:track:3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,rels b,53,1,0.627,0.429,C#,-8.255,Major,0.234,0.238,126.426
spotify:track:4hceSKjrkDTO0nMKFcb3sj,"villano antillano: bzrp music sessions, vol. 51","bizarrap, villano antillano",45,9,0.82,0.752,C#,-7.635,Minor,0.0648,0.0584,127.999
spotify:track:6DoL1yYIwEW7VZMRaJhoJI,la llevo al cielo (ft. ñengo flow),"chris jedi, anuel aa, chencho corleone, ñengo flow",53,12,0.795,0.845,A,-3.809,Minor,0.135,0.105,170.023
spotify:track:1Hohk6AufHZOrrhMXZppax,alien superstar,beyoncé,24,2,0.545,0.641,A#,-6.398,Minor,0.0998,0.00453,121.892
spotify:track:59nOXPmaKlBfGMDeOVGrIK,wait for u (feat. drake & tems),"future, drake, tems",10,15,0.463,0.642,C#,-4.474,Major,0.34,0.314,83.389
spotify:track:5CzixCxDkRXX9mScCmah8O,un ratito,bad bunny,10,14,0.787,0.546,C,-7.094,Minor,0.0532,0.305,93.05
spotify:track:2bbwjxA68m9PHZFWgF1fze,givenchy,duki,25,3,0.607,0.619,G#,-6.726,Major,0.396,0.142,102.974
spotify:track:31i56LZnwE6uSu3exoHjtB,neverita,bad bunny,15,14,0.876,0.498,A#,-7.511,Major,0.0478,0.0706,122.016
spotify:track:09mEdoA6zrmBPgTEN5qXmN,call out my name,the weeknd,1,42,0.461,0.593,C#,-4.954,Major,0.0356,0.17,134.17
spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,august,taylor swift,11,7,0.532,0.623,F,-9.208,Major,0.0331,0.538,89.937
spotify:track:2z9YkcLojiOE7Eu2p9lPZR,normal,feid,57,5,0.712,0.557,E,-4.861,Minor,0.115,0.0397,170.079
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,cuff it,beyoncé,30,2,0.78,0.689,G,-5.668,Major,0.141,0.0368,115.042
spotify:track:1cKHdTo9u0ZymJdPGSh6nq,i was never there,"the weeknd, gesaffelstein",17,10,0.323,0.737,A#,-4.008,Major,0.0338,0.142,113.26
spotify:track:6wtZPYBIXUvCpXwVjMCJBf,ultra solo remix,"polimá westcoast, pailita, feid, paloma mami, de la ghetto",44,8,0.909,0.824,C#,-4.627,Major,0.0797,0.0777,109.97
spotify:track:4cacyP5c3PMlfnyjpg13xW,betty (get money),yung gravy,78,5,0.723,0.772,C#,-6.784,Major,0.0792,0.00524,102.004
spotify:track:7gwT3HGL84vF7bgtwL1N88,ojos marrones,lasso,72,6,0.809,0.649,G#,-4.433,Minor,0.0416,0.0407,120.014
spotify:track:2MuWTIM3b0YEAskbeeFE1i,master of puppets,metallica,20,6,0.543,0.836,E,-9.11,Minor,0.0353,0.000647,105.173
spotify:track:7MXVkk9YMctZqd1Srtv4MB,starboy,"the weeknd, daft punk",1,97,0.679,0.587,G,-7.015,Major,0.276,0.141,186.003
spotify:track:44XjoNvtwevktFKjvVe1vH,andrea,"bad bunny, buscabulla",21,14,0.797,0.616,C#,-10.229,Minor,0.375,0.762,103.071
spotify:track:6VrQTLzzuyGIYjUDe4kAZk,un coco,bad bunny,25,14,0.839,0.69,B,-4.464,Major,0.0615,0.207,151.991
spotify:track:02jLfqc9gMo8PkHEGHY3OT,si te la encuentras por ahí,feid,86,1,0.743,0.576,G#,-3.552,Minor,0.076,0.151,171.945
spotify:track:7fZBQnc0zXwVybgCIrQQil,belly dancer,"imanbek, byor",77,11,0.845,0.797,C#,-4.984,Major,0.139,0.0582,121.985
spotify:track:5YbPxJwPfrj7uswNwoF1pJ,last last,burna boy,93,5,0.795,0.565,D#,-4.457,Minor,0.0948,0.131,87.925
spotify:track:4d4ZXH4dr5bYfgErHiZCX2,dos mil 16,bad bunny,19,14,0.817,0.67,C#,-6.534,Major,0.0506,0.123,130.058
spotify:track:6clzeGvi1CFioMOolbAOlX,"stay with me (with justin timberlake, halsey & pharrell)","calvin harris, justin timberlake, halsey, pharrell williams",86,3,0.81,0.733,A,-6.338,Major,0.0444,0.276,125.975
spotify:track:7a8GawTVgHZvBLQOh46he7,i wanna be yours,arctic monkeys,103,5,0.464,0.417,C,-9.345,Minor,0.0256,0.136,67.528
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,everybody wants to rule the world,tears for fears,105,10,0.645,0.795,G,-12.095,Major,0.0527,0.347,112.067
spotify:track:1R0a2iXumgCiFb7HEZ7gUE,don’t blame me,taylor swift,72,13,0.615,0.534,A,-6.719,Minor,0.0386,0.106,135.917
spotify:track:62ke5zFUJN6RvtXZgVH0F8,only love can hurt like this,paloma faith,93,12,0.566,0.885,G#,-4.528,Major,0.0818,0.0958,90.99
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,every breath you take,the police,109,61,0.82,0.452,C#,-9.796,Major,0.0348,0.543,117.401
spotify:track:1ei3hzQmrgealgRKFxIcWn,in the stars,benson boone,54,15,0.362,0.54,A#,-6.031,Major,0.0528,0.338,78.007
spotify:track:0zCgWGmDF0aih5qexATyBn,after dark,mr.kitty,112,17,0.579,0.601,G#,-10.492,Major,0.0322,0.0673,140.019
spotify:track:5kVZxyMY1gfdCLiChsfjn1,yo no soy celoso,bad bunny,11,14,0.872,0.588,C,-6.276,Major,0.0492,0.275,142.004
spotify:track:5O2P9iiztwhomNh8xkR9lJ,night changes,one direction,111,11,0.672,0.52,G#,-7.747,Major,0.0353,0.859,120.001
spotify:track:7fBv7CLKzipRk6EC6TWHOB,the hills,the weeknd,52,50,0.585,0.564,C,-7.063,Minor,0.0515,0.0671,113.003
spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,tv,billie eilish,27,3,0.412,0.236,E,-15.159,Minor,0.0379,0.83,140.214
spotify:track:28GCbKgjlVD9eDmasGbe0T,me fui de vacaciones,bad bunny,14,14,0.714,0.645,A#,-5.493,Major,0.0514,0.229,85.046
spotify:track:5jt25aFjW2kNoBqaEVaz5W,la inocente,"mora, feid",121,6,0.757,0.789,F,-3.46,Minor,0.0583,0.307,91.911
spotify:track:1FEiijYPJtyswChfcpv3p0,summertime sadness,lana del rey,122,3,0.568,0.646,C#,-6.793,Minor,0.0332,0.0464,111.945
spotify:track:1Fid2jjqsHViMX6xNH70hE,atlantis,seafret,126,3,0.4,0.479,G#,-7.989,Minor,0.0308,0.0529,166.159
spotify:track:10xV5l9nhLvFpR8mqzs0bL,numb,"marshmello, khalid",114,9,0.912,0.774,C,-4.673,Minor,0.0455,0.121,119.966
spotify:track:0OTNHGKcqQbk51bOYe462Y,ultra solo,"polimá westcoast, pailita",42,16,0.802,0.846,C#,-4.495,Major,0.207,0.233,109.982
spotify:track:3BnDvpeuGOj21Ir2aVEtQo,calm down,rema,130,5,0.814,0.789,B,-6.29,Major,0.0405,0.365,107.003
spotify:track:0oiv4E896TUTTeQU0cmIui,massive,drake,18,8,0.499,0.671,E,-6.774,Minor,0.0561,0.114,124.994
spotify:track:2uflssWlCaJ6CbTMOsUpNI,aguacero,bad bunny,22,14,0.861,0.645,F#,-6.96,Minor,0.0743,0.423,121.391
spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz,pop!,nayeon,68,7,0.793,0.859,D,-2.998,Major,0.0544,0.0356,97.001
spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,apocalypse,cigarettes after sex,135,5,0.369,0.467,F,-9.018,Major,0.0274,0.0194,94.473
spotify:track:0E0DRHf5PfMeor0ZCwB3oT,otro atardecer,"bad bunny, the marías",24,14,0.777,0.595,D,-6.79,Major,0.0375,0.59,108.02
spotify:track:4w273WCBXwM4P3jTX5HkB2,el rescate,"grupo marca registrada, junior h",129,3,0.794,0.594,G,-8.698,Minor,0.139,0.283,99.238
spotify:track:7o2CTH4ctstm8TNelqjb51,sweet child o' mine,guns n' roses,101,10,0.454,0.91,F#,-7.766,Major,0.0448,0.0866,125.116
spotify:track:71wFwRo8xGc4lrcyKwsvba,callaita,"bad bunny, tainy",7,67,0.608,0.626,D,-4.773,Major,0.301,0.597,176.086
spotify:track:3h8tI65xdfpQyTAy7Grqwa,potion (with dua lipa & young thug),"calvin harris, dua lipa, young thug",26,10,0.824,0.697,B,-4.869,Minor,0.0473,0.158,99.987
spotify:track:1WCEAGGRD066z2Q89ObXTq,crazy what love can do,"david guetta, becky hill, ella henderson",127,14,0.601,0.713,E,-3.758,Minor,0.0449,0.0282,122.872
spotify:track:40SBS57su9xLiE1WqkXOVr,afraid to feel,lf system,150,5,0.578,0.912,C#,-3.929,Major,0.114,0.0166,127.87
spotify:track:1gH1h30wkQdd9zhY3j7a8T,the shade,rex orange county,161,3,0.898,0.509,F,-7.973,Major,0.062,0.391,119.869
spotify:track:32vE1nuG8T9c8bhmZdRY6d,cooped up (with roddy ricch),"post malone, roddy ricch",18,13,0.669,0.773,C,-5.619,Major,0.153,0.038,93.923
spotify:track:5gDWsRxpJ2lZAffh5p7K0w,stargirl interlude,"the weeknd, lana del rey",168,4,0.715,0.47,F,-12.638,Minor,0.0772,0.353,89.965
spotify:track:0314PeD1sQNonfVWix3B2K,energy (feat. beam),"beyoncé, beam",34,2,0.903,0.519,C#,-9.151,Major,0.26,0.281,114.991
spotify:track:6uvh0In7u1Xn4HgxOfAn8O,matilda,harry styles,5,12,0.507,0.294,D,-10.0,Major,0.04,0.896,114.199
spotify:track:5LYMamLv12UPbemOaTPyeV,music for a sushi restaurant,harry styles,6,12,0.72,0.715,B,-4.652,Major,0.04,0.258,107.041
spotify:track:2DgdHcjWmO3qd50RzuBLgZ,house of memories,panic! at the disco,64,16,0.506,0.817,B,-5.051,Minor,0.0335,0.00272,109.952
spotify:track:2SwQShWjZsxoGviEyaEMOX,nerdesin,ezhel,164,3,0.816,0.696,G#,-6.75,Minor,0.153,0.201,100.004
spotify:track:3GdWfmQBiiJrDUvSZS1bGv,never sleep (with lil baby feat. travis scott),"nav, lil baby, travis scott",101,2,0.819,0.651,C#,-5.829,Major,0.169,0.00639,139.957
spotify:track:7AwVSKaQxpidrtYBerkHKk,pipoco,"ana castela, melody, dj chris no beat",100,4,0.774,0.742,G#,-4.178,Major,0.0766,0.473,134.991
spotify:track:48AJSd42lXpicsGqcgopof,x última vez,"daddy yankee, bad bunny",18,20,0.812,0.855,G,-3.725,Major,0.0554,0.0789,90.04
spotify:track:7JJmb5XwzOO8jgpou264Ml,there's nothing holdin' me back,shawn mendes,5,72,0.866,0.813,B,-4.063,Minor,0.0554,0.38,121.998
spotify:track:2m6Ko3CY1qXNNja8AlugNc,angel baby,troye sivan,59,19,0.559,0.559,B,-6.425,Major,0.0358,0.0145,72.498
spotify:track:3HyR1j49TY5ACP2lseF1jx,summer renaissance,beyoncé,46,2,0.674,0.625,C#,-9.593,Major,0.0514,0.0843,120.004
spotify:track:1I4dwH7C0jBAEtz5DjlJgQ,come back home,sofia carson,193,1,0.552,0.531,G,-7.732,Major,0.0421,0.241,144.946
spotify:track:10SRMwb9EuVS1K9rYsBfHQ,yet to come,bts,7,8,0.559,0.885,C#,-4.515,Major,0.189,0.0432,172.029
spotify:track:5qaEfEh1AtSdrdrByCP7qR,demons,imagine dragons,194,2,0.505,0.71,D#,-3.015,Major,0.0321,0.19,89.938
spotify:track:7lvDsmTRXFE3dK4OjvRiWB,pasoori,"shae gill, ali sethi",109,16,0.714,0.596,B,-6.206,Minor,0.043,0.0657,91.991
spotify:track:4EWCNWgDS8707fNSZ1oaA5,heartless,kanye west,198,1,0.79,0.647,A#,-5.983,Minor,0.136,0.0515,87.999
spotify:track:1MpCaOeUWhox2Fgigbe1cL,i'm that girl,beyoncé,33,1,0.554,0.535,F,-8.959,Minor,0.186,0.0616,105.865
spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,church girl,beyoncé,39,1,0.792,0.919,D,-5.688,Major,0.276,0.0381,92.028
spotify:track:0mKGwFMHzTprtS2vpR3b6s,cozy,beyoncé,50,1,0.556,0.63,G,-8.15,Major,0.102,0.000828,149.147
spotify:track:0Fl4eWzVaMUOdXcOrj6F1q,virgo's groove,beyoncé,77,1,0.683,0.85,B,-5.042,Minor,0.0699,0.0781,107.988
spotify:track:6ufcuVInt0ocHrUimDjGlb,plastic off the sofa,beyoncé,85,1,0.618,0.712,C#,-8.246,Major,0.114,0.14,97.057
spotify:track:1w7cgGZR86yWz1pA2puVJD,heated,beyoncé,93,1,0.785,0.732,C#,-5.724,Major,0.164,0.0636,110.952
spotify:track:5YLGlPYkZBDXieMwzVve7g,move (feat. grace jones & tems),"beyoncé, grace jones, tems",96,1,0.876,0.628,C#,-6.595,Major,0.0935,0.0165,118.028
spotify:track:1LCm0lFnEsxR2oPqyHLGX9,thique,beyoncé,102,1,0.823,0.536,F,-10.123,Minor,0.319,0.0616,128.955
spotify:track:4DByEumlGTZKSzuVEZ35eo,pure/honey,beyoncé,114,1,0.857,0.558,C#,-7.888,Major,0.134,0.0122,123.973
spotify:track:3k4CoiIQXiNBrwrmbBMDxj,all up in your mind,beyoncé,148,1,0.744,0.577,A,-7.228,Major,0.0631,0.0672,135.869
spotify:track:2XMAWynSTIst5KmLSv0Npf,america has a problem,beyoncé,152,1,0.789,0.614,C#,-6.491,Major,0.0579,0.00348,126.035
spotify:track:7KWKWJnbGJ3Soag6Oopion,cachorrinhas,luísa sonza,109,2,0.709,0.696,G#,-4.837,Minor,0.275,0.16,98.119
spotify:track:5SHpuW2qjkQtFRpE6P9Nks,the 30th,billie eilish,64,2,0.387,0.135,G,-14.398,Major,0.051,0.929,82.987
spotify:track:5vC8UAOHeG95ehRzZChniB,ai preto,"l7nnon, dj biel do furduncinho, bianca",140,5,0.953,0.57,F#,-5.149,Major,0.245,0.537,129.947
spotify:track:1c2hJSwcCfoPEw1su83Sw0,hold my hand,lady gaga,110,10,0.53,0.612,G,-4.286,Major,0.0331,0.0403,148.009
spotify:track:760jhRscwGbIIe1m1IIQpU,surface pressure,jessica darrow,26,3,0.65,0.584,D,-8.286,Major,0.307,0.0174,180.088
spotify:track:2SLwbpExuoBDZBpjfefCtV,out of time,the weeknd,10,2,0.65,0.76,C,-4.422,Minor,0.0446,0.255,93.057
spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,eazy,"the game, kanye west",35,1,0.716,0.551,C#,-6.987,Major,0.47,0.167,82.393
spotify:track:0mL82sxCRjrs3br407IdJh,is there someone else?,the weeknd,11,2,0.702,0.586,A,-7.83,Minor,0.0313,0.0388,134.951
spotify:track:4TGwERXRlyQtBdggYTHo6j,entre nosotros (remix) [con nicki nicole],"tiago pzk, lit killah, maria becerra, nicki nicole",53,2,0.7,0.438,F,-5.784,Minor,0.0433,0.401,170.106
spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,it'll be okay,shawn mendes,55,7,0.398,0.286,G,-11.881,Major,0.033,0.616,78.262
spotify:track:37BZB0z9T8Xu7U3e65qxFy,save your tears (with ariana grande) (remix),"the weeknd, ariana grande",5,39,0.65,0.825,C,-4.645,Major,0.0325,0.0215,118.091
spotify:track:5dXWFMwD7I7zXsInONVl0H,i hate u,sza,19,7,0.535,0.388,G,-9.805,Minor,0.155,0.507,106.703
spotify:track:3nOz1U41SZZ0N3fuUWr9nb,i am woman,emmy meli,51,8,0.646,0.471,A#,-9.247,Major,0.157,0.122,170.084
spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,gasoline,the weeknd,13,2,0.728,0.741,F#,-7.075,Minor,0.0473,0.000582,123.006
spotify:track:2Ghp894n1laIf2w98VeAOJ,how do i make you love me?,the weeknd,14,2,0.805,0.498,G,-7.927,Minor,0.0737,0.0203,121.006
spotify:track:2D4dV2KXDTszzJ3p3cFqhA,less than zero,the weeknd,23,2,0.535,0.791,C,-5.55,Major,0.0327,0.00096,142.981
spotify:track:7sMBvZCSUl99bJLXZaLa0b,smokin out the window,"bruno mars, anderson .paak, silk sonic",8,11,0.627,0.618,D,-8.529,Major,0.0437,0.0558,82.03
spotify:track:0lEjxUUlKqjqXrVlIHFduD,p power (feat. drake),"gunna, drake",81,1,0.828,0.591,C#,-6.217,Major,0.109,0.0199,119.251
spotify:track:09gysnJpfQ3ublBmJDfcEC,sad girlz luv money remix (feat. kali uchis and moliy),"amaarae, kali uchis, moliy",23,12,0.87,0.523,C#,-8.052,Minor,0.0602,0.433,110.02
spotify:track:4b1yxSdlumA8N4fEk4UOZp,the family madrigal,"stephanie beatriz, olga merediz, encanto - cast",87,2,0.594,0.628,C#,-6.345,Major,0.359,0.12,141.391
spotify:track:0eu4C55hL6x29mmeAjytzC,life goes on,oliver tree,15,20,0.7,0.49,C,-5.187,Major,0.076,0.186,79.982
spotify:track:2vgUijXOTRMnWXDtvgMp2b,take my breath,the weeknd,22,2,0.698,0.769,G#,-7.154,Major,0.0368,0.0128,121.02
spotify:track:1c4htMHiolERc0YJvZNdlc,vai lá em casa hoje,"george henrique & rodrigo, marília mendonça",66,9,0.456,0.83,G#,-3.646,Minor,0.281,0.53,157.628
spotify:track:3XoYqtiWHhsk59frZupImG,what else can i do?,"diane guerrero, stephanie beatriz",101,2,0.718,0.709,E,-5.568,Major,0.039,0.258,119.974
